Linux 6.8.0-1013-linux-64k (hsun-code-machine) 	03/11/2025 	_aarch64_	(72 CPU)

01:27:26 AM     CPU     %user     %nice   %system   %iowait    %steal     %idle
01:31:06 AM     all     78.31      0.00      2.80      0.03      0.00     18.86
01:31:07 AM     all     83.01      0.00      6.63      0.00      0.00     10.36
01:31:08 AM     all     86.63      0.00      2.18      0.06      0.00     11.14
01:31:09 AM     all     87.02      0.00      2.36      0.04      0.00     10.58
01:31:10 AM     all     86.91      0.00      2.08      0.00      0.00     11.01
01:31:11 AM     all     74.36      0.00      2.02      0.01      0.00     23.61
01:31:12 AM     all     83.46      0.00      7.02      0.00      0.00      9.52
01:31:13 AM     all     86.97      0.00      1.16      0.00      0.00     11.87
01:31:14 AM     all     86.62      0.00      1.40      0.00      0.00     11.98
01:31:15 AM     all     87.31      0.00      1.04      0.00      0.00     11.65
01:31:16 AM     all     81.13      0.00      1.19      0.00      0.00     17.68
01:31:17 AM     all     86.93      0.00      1.17      0.00      0.00     11.90
01:31:18 AM     all     83.34      0.00      6.11      0.00      0.00     10.55
01:31:19 AM     all     87.17      0.00      1.13      0.00      0.00     11.69
01:31:20 AM     all     87.09      0.00      1.36      0.00      0.00     11.55
01:31:21 AM     all     84.29      0.00      1.19      0.01      0.00     14.51
01:31:22 AM     all     84.92      0.00      1.23      0.00      0.00     13.85
01:31:23 AM     all     85.79      0.00      4.65      0.00      0.00      9.56
01:31:24 AM     all     86.52      0.00      3.09      0.00      0.00     10.39
01:31:25 AM     all     88.44      0.00      1.23      0.00      0.00     10.33
01:31:26 AM     all     88.44      0.00      1.18      0.00      0.00     10.38
01:31:27 AM     all     81.61      0.00      1.30      0.00      0.00     17.10
01:31:28 AM     all     88.26      0.00      1.09      0.00      0.00     10.64
01:31:29 AM     all     84.24      0.00      6.56      0.00      0.00      9.20
01:31:30 AM     all     88.50      0.00      1.10      0.00      0.00     10.40
01:31:31 AM     all     88.53      0.00      1.03      0.00      0.00     10.43
